index,type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
1,T,3/15/2019 3:12,30.32257053,78.07028228,5,621,,0,,25,38,20190315-084242,GPS Logger: 20190315-084242
2,T,3/15/2019 3:12,30.32257415,78.07028266,5,622,,0,,26,38,,
3,T,3/15/2019 3:12,30.3225707,78.07027787,5,622,,0,,27,39,,
4,T,3/15/2019 3:12,30.32257358,78.07027241,5,623,,0,,28,39,,
5,T,3/15/2019 3:12,30.32257212,78.07026867,5,622,,0,,28,39,,
6,T,3/15/2019 3:12,30.3225705,78.07026465,5,622,,0.18,214,28,39,,
7,T,3/15/2019 3:12,30.32256317,78.07025479,5,622,,0,,28,39,,
8,T,3/15/2019 3:12,30.32256061,78.07025377,5,622,,0,,28,39,,
9,T,3/15/2019 3:12,30.32255921,78.0702506,5,622,,0,,28,39,,
10,T,3/15/2019 3:12,30.32256085,78.07024753,5,621,,0,,28,39,,
11,T,3/15/2019 3:12,30.32256111,78.07024682,5,621,,0,,28,39,,
12,T,3/15/2019 3:12,30.32256704,78.07024624,5,620,,0,,28,39,,
13,T,3/15/2019 3:12,30.32256658,78.07024421,5,619,,0,,17,25,,
14,T,3/15/2019 3:12,30.32256715,78.07024463,5,620,,0,,11,19,,
15,T,3/15/2019 3:12,30.32256715,78.07024463,5,620,,0,,11,19,,
16,T,3/15/2019 3:12,30.32256871,78.07024265,5,620,,0,,8,20,,
17,T,3/15/2019 3:12,30.32256876,78.0702425,5,620,,0,,11,21,,
18,T,3/15/2019 3:12,30.32256876,78.0702425,5,620,,0,,11,21,,
19,T,3/15/2019 3:13,30.32256789,78.07024172,6,620,,0,,11,19,,
20,T,3/15/2019 3:13,30.32258849,78.07018452,6,621,,4.66,283,13,21,,
21,T,3/15/2019 3:13,30.32260006,78.07011814,6,620,,5.68,274,10,18,,
22,T,3/15/2019 3:13,30.32260379,78.07005923,6,620,,5.68,274,10,18,,
23,T,3/15/2019 3:13,30.32261712,78.06998811,8,620,,6.09,274,10,19,,
24,T,3/15/2019 3:13,30.32261495,78.06990505,6,620,,6.77,271,12,36,,
25,T,3/15/2019 3:13,30.32262149,78.06983277,6,621,,7.15,272,12,36,,
26,T,3/15/2019 3:13,30.32262801,78.06975172,8,623,,7.41,273,15,36,,
27,T,3/15/2019 3:13,30.322601,78.06967175,6,623,,7.71,270,13,20,,
28,T,3/15/2019 3:13,30.32259351,78.06959174,8,622,,7.88,269,12,22,,
29,T,3/15/2019 3:13,30.32259907,78.06949254,8,622,,8.12,266,12,22,,
30,T,3/15/2019 3:13,30.32258485,78.06939496,8,621,,8.18,268,11,19,,
31,T,3/15/2019 3:13,30.32258865,78.06931133,8,621,,8.21,267,11,21,,
32,T,3/15/2019 3:13,30.32258496,78.06922269,8,620,,8.08,266,14,21,,
33,T,3/15/2019 3:13,30.32258025,78.06913881,9,620,,8.08,266,14,21,,
34,T,3/15/2019 3:13,30.32260423,78.06905615,6,621,,8.27,273,12,19,,
35,T,3/15/2019 3:13,30.32260866,78.06897032,8,621,,8.27,274,12,19,,
36,T,3/15/2019 3:13,30.32260085,78.06889152,8,622,,8.39,275,12,19,,
37,T,3/15/2019 3:13,30.32260851,78.06880477,9,622,,8.38,275,13,20,,
38,T,3/15/2019 3:13,30.32262077,78.06871518,8,622,,8.37,275,11,19,,
39,T,3/15/2019 3:13,30.32262788,78.06865463,5,622,,6.9,271,14,36,,
40,T,3/15/2019 3:13,30.32263204,78.06858308,6,623,,6.7,273,13,20,,
41,T,3/15/2019 3:13,30.32264161,78.06850867,6,623,,6.64,273,10,19,,
42,T,3/15/2019 3:13,30.32264199,78.06844823,6,624,,6.41,272,11,20,,
43,T,3/15/2019 3:13,30.32264844,78.06838206,6,625,,6.45,273,13,22,,
44,T,3/15/2019 3:13,30.32265185,78.06831507,8,625,,6.45,275,13,22,,
45,T,3/15/2019 3:13,30.32264543,78.0682464,6,626,,5.8,280,14,21,,
46,T,3/15/2019 3:13,30.32265198,78.06818885,8,626,,5.51,278,9,16,,
47,T,3/15/2019 3:13,30.32264246,78.06812982,8,627,,4.87,279,11,19,,
48,T,3/15/2019 3:13,30.32265062,78.06808006,9,627,,4.86,282,11,19,,
49,T,3/15/2019 3:13,30.32267158,78.06803716,8,627,,4.07,279,13,20,,
50,T,3/15/2019 3:13,30.32266803,78.06799349,8,629,,4.43,268,11,19,,
51,T,3/15/2019 3:13,30.32266684,78.06794493,8,630,,5.07,266,10,20,,
52,T,3/15/2019 3:13,30.32266455,78.06789241,9,630,,5.03,281,10,20,,
53,T,3/15/2019 3:13,30.32267788,78.06781681,9,626,,6.6,293,10,19,,
54,T,3/15/2019 3:13,30.32269652,78.06775161,11,627,,6.6,289,10,19,,
55,T,3/15/2019 3:13,30.32272891,78.06766556,9,628,,7.97,292,12,19,,
56,T,3/15/2019 3:13,30.32276768,78.06758473,8,629,,8.13,295,10,19,,
57,T,3/15/2019 3:13,30.32279472,78.06750508,8,631,,8.64,295,10,19,,
58,T,3/15/2019 3:13,30.32284996,78.06742345,9,628,,9.03,295,10,19,,
59,T,3/15/2019 3:13,30.32288746,78.06734338,9,626,,9.25,291,13,20,,
60,T,3/15/2019 3:13,30.32291598,78.06725476,11,627,,9.32,291,10,18,,
61,T,3/15/2019 3:13,30.32292866,78.0671618,11,626,,9.45,289,13,21,,
62,T,3/15/2019 3:13,30.32295168,78.06706498,9,625,,9.59,287,12,20,,
63,T,3/15/2019 3:13,30.32296866,78.066972,9,626,,9.9,288,12,18,,
64,T,3/15/2019 3:13,30.3230102,78.06687711,9,627,,9.86,288,11,19,,
65,T,3/15/2019 3:13,30.32301724,78.0667674,9,629,,9.94,285,12,21,,
66,T,3/15/2019 3:13,30.32306312,78.06666902,9,629,,10.37,285,11,19,,
67,T,3/15/2019 3:13,30.32309416,78.0665578,9,628,,10.36,286,13,21,,
68,T,3/15/2019 3:13,30.32313133,78.06645624,8,627,,10.6,286,12,20,,
69,T,3/15/2019 3:13,30.32314172,78.06635211,8,629,,10.58,286,13,20,,
70,T,3/15/2019 3:13,30.32316115,78.06625094,8,629,,10.32,285,11,18,,
71,T,3/15/2019 3:13,30.32318231,78.06615036,8,630,,10.11,286,13,20,,
72,T,3/15/2019 3:13,30.32318511,78.06604117,8,629,,10.28,286,13,20,,
73,T,3/15/2019 3:13,30.32319241,78.06593243,8,630,,10.2,288,13,20,,
74,T,3/15/2019 3:13,30.32321631,78.06583217,8,630,,10.32,286,12,20,,
75,T,3/15/2019 3:13,30.32324176,78.06572892,8,631,,10.32,286,12,20,,
76,T,3/15/2019 3:13,30.32327463,78.0656242,8,631,,10.38,288,14,21,,
77,T,3/15/2019 3:13,30.32330162,78.06551517,9,631,,10.56,287,14,21,,
78,T,3/15/2019 3:13,30.32333528,78.06540018,9,631,,10.77,285,11,19,,
79,T,3/15/2019 3:14,30.32335901,78.06529104,9,631,,10.56,284,12,20,,
80,T,3/15/2019 3:14,30.32338965,78.06517346,9,632,,10.52,286,13,20,,
81,T,3/15/2019 3:14,30.32341829,78.06506801,9,633,,10.38,286,14,19,,
82,T,3/15/2019 3:14,30.32344866,78.06497439,8,633,,10.1,287,13,19,,
83,T,3/15/2019 3:14,30.32347956,78.06487394,8,634,,9.88,289,13,19,,
84,T,3/15/2019 3:14,30.32351732,78.0647745,9,635,,9.61,291,11,19,,
85,T,3/15/2019 3:14,30.32356281,78.0646827,9,635,,8.9,291,11,20,,
86,T,3/15/2019 3:14,30.32358521,78.06459609,8,635,,8.3,285,12,19,,
87,T,3/15/2019 3:14,30.32360582,78.06451321,9,636,,8.29,291,12,19,,
88,T,3/15/2019 3:14,30.3236328,78.06444272,8,636,,7.55,292,12,19,,
89,T,3/15/2019 3:14,30.32364752,78.06436591,8,635,,7.07,290,16,21,,
90,T,3/15/2019 3:14,30.32366753,78.0643051,8,635,,6.52,290,13,18,,
91,T,3/15/2019 3:14,30.32368397,78.06424481,6,636,,6.49,290,11,19,,
92,T,3/15/2019 3:14,30.32370113,78.06418947,6,637,,5.87,293,12,20,,
93,T,3/15/2019 3:14,30.32372984,78.06414014,6,638,,4.68,299,13,20,,
94,T,3/15/2019 3:14,30.32373829,78.06408692,8,638,,4.93,304,12,20,,
95,T,3/15/2019 3:14,30.32375838,78.06404538,8,639,,4.46,301,11,19,,
96,T,3/15/2019 3:14,30.32377995,78.06400674,9,639,,4.38,322,11,19,,
97,T,3/15/2019 3:14,30.32379418,78.06399878,8,643,,3.26,335,12,17,,
98,T,3/15/2019 3:14,30.32383962,78.06398645,8,641,,3.09,351,9,17,,
99,T,3/15/2019 3:14,30.32385813,78.06397993,9,642,,1.66,339,9,17,,
100,T,3/15/2019 3:14,30.32387388,78.06397105,11,643,,1.74,339,5,35,,
101,T,3/15/2019 3:14,30.32389216,78.06396672,11,644,,1.78,343,5,35,,
102,T,3/15/2019 3:14,30.3239167,78.06397707,11,644,,1.78,7,17,35,,
103,T,3/15/2019 3:14,30.32394178,78.06400055,11,644,,1.81,27,17,35,,
104,T,3/15/2019 3:14,30.32396644,78.0640297,11,645,,1.88,38,23,35,,
105,T,3/15/2019 3:14,30.32401028,78.0640627,9,645,,2.03,28,23,35,,
106,T,3/15/2019 3:14,30.32404238,78.06408349,9,646,,2.1,27,25,35,,
107,T,3/15/2019 3:14,30.3240749,78.06410296,9,645,,2.15,25,25,35,,
108,T,3/15/2019 3:14,30.32411313,78.06411632,9,646,,2.28,14,27,35,,
109,T,3/15/2019 3:14,30.32454021,78.06427205,6,646,,8.13,20,28,35,,
110,T,3/15/2019 3:14,30.32459955,78.06430917,6,646,,7.23,22,28,35,,
111,T,3/15/2019 3:14,30.32465508,78.06434656,6,646,,7.25,25,28,36,,
112,T,3/15/2019 3:21,30.33658482,78.05554614,6,663,,9.37,54,15,19,,
113,T,3/15/2019 3:21,30.33663036,78.05563901,6,664,,9.79,52,15,19,,
114,T,3/15/2019 3:21,30.33668523,78.0557187,8,664,,9.78,52,15,19,,
115,T,3/15/2019 3:21,30.33671762,78.0558154,8,662,,9.04,54,13,17,,
116,T,3/15/2019 3:21,30.33674824,78.05591092,8,662,,9,57,14,18,,
117,T,3/15/2019 3:21,30.33680644,78.05598685,8,661,,9.11,54,12,17,,
118,T,3/15/2019 3:21,30.33684786,78.05606205,8,661,,9.25,53,16,20,,
119,T,3/15/2019 3:21,30.33689809,78.05613891,8,661,,9.25,53,16,20,,
120,T,3/15/2019 3:21,30.33695174,78.05624039,9,661,,9.74,48,13,17,,
121,T,3/15/2019 3:21,30.33702312,78.05631204,9,661,,9.97,41,14,19,,
122,T,3/15/2019 3:21,30.33710694,78.05639487,9,661,,10.16,45,14,19,,
123,T,3/15/2019 3:21,30.33716542,78.0564598,9,661,,9.87,46,13,18,,
124,T,3/15/2019 3:21,30.33722418,78.05654254,9,662,,10.01,47,17,20,,
125,T,3/15/2019 3:21,30.33729705,78.05661906,9,661,,9.96,47,16,19,,
126,T,3/15/2019 3:21,30.33735687,78.05671008,9,661,,10.36,49,13,17,,
127,T,3/15/2019 3:21,30.33741643,78.05679015,9,661,,10.08,48,14,19,,
128,T,3/15/2019 3:21,30.33745701,78.05689288,9,662,,10.21,51,14,18,,
129,T,3/15/2019 3:21,30.33750639,78.05695815,8,661,,10.42,45,16,19,,
130,T,3/15/2019 3:21,30.33756612,78.05703994,8,661,,10.91,47,14,18,,
131,T,3/15/2019 3:21,30.33763158,78.05712399,9,661,,10.84,47,14,19,,
132,T,3/15/2019 3:21,30.33767735,78.05721925,11,662,,11.06,53,13,17,,
133,T,3/15/2019 3:21,30.33773796,78.05731077,14,662,,11.06,53,13,17,,
134,T,3/15/2019 3:21,30.33777623,78.05744329,12,661,,11.17,53,13,17,,
135,T,3/15/2019 3:21,30.33782875,78.0575296,11,661,,11.53,51,16,20,,
136,T,3/15/2019 3:21,30.33787635,78.05763295,11,660,,10.94,57,16,19,,
137,T,3/15/2019 3:21,30.33792658,78.05772148,11,661,,11.19,55,12,15,,
138,T,3/15/2019 3:21,30.33799141,78.05781682,11,662,,9.32,53,12,15,,
139,T,3/15/2019 3:21,30.33804842,78.05788106,11,662,,8.57,46,13,17,,
140,T,3/15/2019 3:22,30.33810132,78.0579493,11,662,,9.04,56,13,18,,
141,T,3/15/2019 3:22,30.33814686,78.05802733,12,663,,9.04,56,13,18,,
142,T,3/15/2019 3:22,30.33818021,78.05808988,11,662,,8.05,60,14,18,,
143,T,3/15/2019 3:22,30.33821922,78.05815454,11,662,,7.88,59,13,17,,
144,T,3/15/2019 3:22,30.33826371,78.0582239,11,662,,7.77,59,14,20,,
145,T,3/15/2019 3:22,30.33831023,78.05830556,11,661,,7.91,55,14,19,,
146,T,3/15/2019 3:22,30.3383474,78.05838058,12,661,,7.9,58,11,16,,
147,T,3/15/2019 3:22,30.33838542,78.05845009,15,661,,7.9,58,11,16,,
148,T,3/15/2019 3:22,30.33843299,78.05851843,14,661,,7.59,54,11,16,,
149,T,3/15/2019 3:22,30.33845464,78.05857841,14,661,,7.44,54,13,20,,
150,T,3/15/2019 3:22,30.33849384,78.05864134,17,661,,7.44,54,13,20,,
151,T,3/15/2019 3:22,30.33850556,78.05869178,12,659,,5.92,51,12,16,,
152,T,3/15/2019 3:22,30.33854507,78.0587427,14,659,,6.3,47,10,17,,
153,T,3/15/2019 3:22,30.33858353,78.05879095,20,659,,6.3,47,10,17,,
154,T,3/15/2019 3:22,30.33867566,78.05887326,12,661,,8.68,39,13,19,,
155,T,3/15/2019 3:22,30.33873672,78.05892984,15,662,,8.68,39,13,19,,
156,T,3/15/2019 3:22,30.33880989,78.05900628,14,662,,9.4,37,13,18,,
157,T,3/15/2019 3:22,30.33890009,78.05906404,12,663,,9.88,36,13,18,,
158,T,3/15/2019 3:22,30.33898373,78.05912754,12,663,,9.48,40,11,16,,
159,T,3/15/2019 3:22,30.33903685,78.05919247,12,664,,9.48,41,11,16,,
160,T,3/15/2019 3:22,30.33911987,78.0592542,12,664,,10.51,41,14,20,,
161,T,3/15/2019 3:22,30.33919175,78.05932549,14,664,,10.51,41,14,20,,
162,T,3/15/2019 3:22,30.33928413,78.05940204,11,664,,10.73,38,15,19,,
163,T,3/15/2019 3:22,30.33936069,78.05949484,11,664,,11.49,38,15,19,,
164,T,3/15/2019 3:22,30.33945262,78.05956944,9,665,,11.56,37,10,14,,
165,T,3/15/2019 3:22,30.33953618,78.05964142,12,665,,11.56,37,10,14,,
166,T,3/15/2019 3:22,30.33962562,78.05971447,8,666,,11.77,40,13,19,,
167,T,3/15/2019 3:22,30.33971871,78.05979655,9,667,,12.4,37,8,15,,
168,T,3/15/2019 3:22,30.33980847,78.05986539,9,666,,11.79,34,14,20,,
169,T,3/15/2019 3:22,30.33990753,78.0599555,11,665,,12.7,35,12,18,,
170,T,3/15/2019 3:22,30.34000869,78.06004066,12,665,,12.97,40,8,15,,
171,T,3/15/2019 3:22,30.34009535,78.06012787,11,665,,12.16,34,13,20,,
172,T,3/15/2019 3:22,30.34020347,78.06019767,11,665,,11.49,34,11,17,,
173,T,3/15/2019 3:22,30.34029003,78.0602403,11,665,,10.87,24,14,19,,
174,T,3/15/2019 3:22,30.34037971,78.06028622,12,665,,10.87,24,14,19,,
175,T,3/15/2019 3:22,30.34045861,78.06033139,11,666,,10.96,23,10,15,,
176,T,3/15/2019 3:22,30.34054957,78.06037594,14,666,,10.95,23,10,15,,
177,T,3/15/2019 3:22,30.34067267,78.06039356,9,666,,10.82,14,14,18,,
178,T,3/15/2019 3:22,30.34071494,78.06039586,11,666,,8.3,12,12,17,,
179,T,3/15/2019 3:22,30.34078809,78.0604136,14,665,,8.29,12,12,17,,
180,T,3/15/2019 3:22,30.34086269,78.06044092,11,665,,8.65,16,14,19,,
181,T,3/15/2019 3:22,30.34093788,78.0604652,14,665,,8.65,16,14,19,,
182,T,3/15/2019 3:22,30.34102805,78.06047986,11,664,,9.62,19,13,19,,
183,T,3/15/2019 3:22,30.34111371,78.06051368,11,664,,9.66,21,9,14,,
184,T,3/15/2019 3:22,30.34119527,78.06054938,12,664,,9.66,21,9,14,,
185,T,3/15/2019 3:22,30.3412792,78.06058285,12,664,,9.32,20,13,16,,
186,T,3/15/2019 3:22,30.34135695,78.06060046,11,664,,10.54,15,12,16,,
187,T,3/15/2019 3:22,30.34145679,78.06063444,12,664,,10.74,16,12,18,,
188,T,3/15/2019 3:22,30.34155012,78.06066487,14,664,,10.75,16,12,18,,
189,T,3/15/2019 3:22,30.34165732,78.06069016,11,665,,9.64,13,13,18,,
190,T,3/15/2019 3:22,30.34176686,78.06070856,11,665,,9.74,14,14,18,,
191,T,3/15/2019 3:22,30.34186014,78.06072615,11,666,,10.02,8,15,19,,
192,T,3/15/2019 3:22,30.34194645,78.06073894,9,666,,9.86,6,14,17,,
193,T,3/15/2019 3:22,30.34202605,78.06075602,9,666,,9.52,8,16,19,,
194,T,3/15/2019 3:22,30.34210439,78.06077623,8,667,,9.7,12,13,16,,
195,T,3/15/2019 3:22,30.34218995,78.06079748,9,667,,9.7,12,13,16,,
196,T,3/15/2019 3:22,30.34227309,78.06080963,11,668,,9.51,12,10,13,,
197,T,3/15/2019 3:22,30.342357,78.06083038,15,668,,9.51,12,10,13,,
198,T,3/15/2019 3:22,30.34241129,78.06085597,11,669,,8.88,15,13,17,,
199,T,3/15/2019 3:22,30.34250329,78.06085013,11,673,,10.15,15,12,16,,
200,T,3/15/2019 3:23,30.34260246,78.06087907,11,674,,10.91,13,11,18,,
201,T,3/15/2019 3:23,30.34270624,78.06090641,11,675,,11.08,15,13,19,,
202,T,3/15/2019 3:23,30.34280982,78.06093096,11,677,,11.68,17,13,19,,
203,T,3/15/2019 3:23,30.34290879,78.06095733,11,679,,11.29,12,13,19,,
204,T,3/15/2019 3:23,30.34300801,78.06098134,14,674,,11.26,12,12,18,,
205,T,3/15/2019 3:23,30.34312126,78.06102089,11,676,,11.75,15,13,17,,
206,T,3/15/2019 3:23,30.34321323,78.06104101,12,675,,11.78,14,13,17,,
207,T,3/15/2019 3:23,30.34331923,78.06108388,11,675,,11.69,17,14,19,,
208,T,3/15/2019 3:23,30.34342643,78.06111266,11,675,,11.69,16,14,19,,
209,T,3/15/2019 3:23,30.34353507,78.0611559,11,675,,11.35,18,14,19,,
210,T,3/15/2019 3:23,30.3436441,78.06119447,9,677,,11.43,18,12,17,,
211,T,3/15/2019 3:23,30.34374227,78.06123104,11,678,,11.43,18,12,17,,
212,T,3/15/2019 3:23,30.3438496,78.0612748,9,680,,11.31,18,12,17,,
213,T,3/15/2019 3:23,30.34394171,78.06131383,9,682,,11.37,18,12,17,,
214,T,3/15/2019 3:23,30.34405009,78.06135106,9,683,,11.73,19,11,16,,
215,T,3/15/2019 3:23,30.34415006,78.06139115,11,683,,11.73,19,11,16,,
216,T,3/15/2019 3:23,30.34424218,78.06143201,8,684,,11.56,21,11,16,,
217,T,3/15/2019 3:23,30.34434714,78.06147823,9,684,,11.42,20,13,17,,
218,T,3/15/2019 3:23,30.34444781,78.06154613,11,683,,11.28,23,12,16,,
219,T,3/15/2019 3:23,30.34450671,78.06157787,11,683,,8.88,18,10,16,,
220,T,3/15/2019 3:23,30.34459387,78.06159963,9,683,,8.05,17,14,19,,
221,T,3/15/2019 3:23,30.34466682,78.06161843,9,683,,8.23,17,11,16,,
222,T,3/15/2019 3:23,30.34473768,78.06164403,11,683,,8.23,17,11,16,,
223,T,3/15/2019 3:23,30.34481816,78.06168669,8,683,,8.55,22,11,17,,
224,T,3/15/2019 3:23,30.34489459,78.06171762,8,684,,8.73,22,11,17,,
225,T,3/15/2019 3:23,30.34497097,78.06175016,8,685,,9.06,20,14,19,,
226,T,3/15/2019 3:23,30.34504308,78.06177952,8,686,,9.15,20,13,18,,
227,T,3/15/2019 3:23,30.34512976,78.06180701,8,686,,9.6,19,13,18,,
228,T,3/15/2019 3:23,30.3452153,78.06183748,8,687,,9.94,18,13,18,,
229,T,3/15/2019 3:23,30.34530604,78.06187192,8,687,,10.09,18,12,18,,
230,T,3/15/2019 3:23,30.34539243,78.06190514,8,687,,10.09,18,12,18,,
231,T,3/15/2019 3:23,30.34547578,78.06192413,6,688,,9.94,18,14,19,,
232,T,3/15/2019 3:23,30.34555426,78.06195215,6,689,,9.85,15,11,16,,
233,T,3/15/2019 3:23,30.34564997,78.06198383,6,688,,10.27,18,11,18,,
234,T,3/15/2019 3:23,30.34573843,78.06201617,8,688,,10.28,18,11,18,,
235,T,3/15/2019 3:23,30.34582317,78.06205071,9,688,,10.94,15,14,19,,
236,T,3/15/2019 3:23,30.34591827,78.06208099,11,688,,10.93,15,14,19,,
237,T,3/15/2019 3:23,30.34600866,78.06211202,11,689,,10.77,18,13,18,,
238,T,3/15/2019 3:23,30.34609341,78.06211675,9,688,,9.77,9,14,19,,
239,T,3/15/2019 3:23,30.34617048,78.06213198,9,690,,8.61,8,12,17,,
240,T,3/15/2019 3:23,30.3462596,78.06215798,9,691,,10.13,9,12,18,,
241,T,3/15/2019 3:23,30.34634995,78.06217448,11,691,,10.13,9,12,18,,
242,T,3/15/2019 3:23,30.34644052,78.06219307,11,692,,9.58,9,14,18,,
243,T,3/15/2019 3:23,30.34653165,78.06220967,11,691,,8.15,9,12,16,,
244,T,3/15/2019 3:23,30.34661173,78.0622314,11,691,,8.35,5,13,18,,
245,T,3/15/2019 3:23,30.34668625,78.06221546,11,694,,8.32,4,14,18,,
246,T,3/15/2019 3:23,30.34676323,78.06222391,11,696,,8.6,7,12,16,,
247,T,3/15/2019 3:23,30.34685215,78.06223097,11,696,,8.1,5,11,16,,
248,T,3/15/2019 3:23,30.34691801,78.06223829,11,694,,7.63,8,14,19,,
249,T,3/15/2019 3:23,30.34698669,78.06225008,11,694,,7.95,6,13,17,,
250,T,3/15/2019 3:23,30.3470611,78.06224347,9,693,,7.25,2,14,18,,
251,T,3/15/2019 3:23,30.34710821,78.06224187,9,693,,6.89,5,13,18,,
252,T,3/15/2019 3:23,30.34714186,78.06222757,9,693,,6.96,4,12,17,,
253,T,3/15/2019 3:23,30.3472089,78.0622344,9,691,,7.15,3,13,17,,
254,T,3/15/2019 3:23,30.34729072,78.06224588,11,692,,7.91,8,13,19,,
255,T,3/15/2019 3:23,30.34736142,78.06225758,11,692,,7.91,8,13,19,,
256,T,3/15/2019 3:23,30.34744636,78.0622846,9,695,,9.18,10,10,16,,
257,T,3/15/2019 3:23,30.34753294,78.06230118,11,696,,8.89,6,11,18,,
258,T,3/15/2019 3:23,30.34761263,78.06231147,12,696,,8.89,6,11,18,,
259,T,3/15/2019 3:23,30.34771503,78.06232285,9,697,,10.03,3,13,17,,
260,T,3/15/2019 3:24,30.34781755,78.06233273,9,698,,10.67,3,15,19,,
261,T,3/15/2019 3:24,30.34792081,78.06233743,9,698,,10.69,1,10,14,,
262,T,3/15/2019 3:24,30.34801832,78.06234098,9,698,,11,3,10,14,,
263,T,3/15/2019 3:24,30.34812819,78.06234397,9,699,,11.25,3,12,18,,
264,T,3/15/2019 3:24,30.3482412,78.06234567,9,699,,11.75,2,14,19,,
265,T,3/15/2019 3:24,30.34833727,78.06235391,9,699,,11.02,359,13,18,,
266,T,3/15/2019 3:24,30.34842942,78.06235786,9,699,,11.18,359,13,18,,
267,T,3/15/2019 3:24,30.3485303,78.0623562,9,699,,11.18,359,13,18,,
268,T,3/15/2019 3:24,30.34862792,78.06235513,9,697,,11.45,359,12,17,,
269,T,3/15/2019 3:24,30.34872126,78.06234532,9,698,,11.7,355,11,16,,
270,T,3/15/2019 3:24,30.34883965,78.06233505,9,698,,11.73,355,11,16,,
271,T,3/15/2019 3:24,30.34894513,78.06232485,11,697,,11.73,355,13,19,,
272,T,3/15/2019 3:24,30.34905849,78.06233257,9,697,,11.78,356,12,18,,
273,T,3/15/2019 3:24,30.34915638,78.06233363,9,698,,11.7,353,12,18,,
274,T,3/15/2019 3:24,30.34925411,78.0623226,9,698,,11.49,356,12,18,,
275,T,3/15/2019 3:24,30.34935751,78.06231341,11,698,,11.49,356,12,18,,
276,T,3/15/2019 3:24,30.34947108,78.06231354,9,698,,11.86,356,9,15,,
277,T,3/15/2019 3:24,30.34957797,78.0623051,11,698,,11.87,356,9,15,,
278,T,3/15/2019 3:24,30.34967473,78.06228674,8,698,,11.98,355,12,16,,
279,T,3/15/2019 3:24,30.34979596,78.06227624,8,698,,13.02,357,12,16,,
280,T,3/15/2019 3:24,30.34991321,78.06226991,9,698,,13.01,357,13,19,,
281,T,3/15/2019 3:24,30.35004114,78.06226182,8,699,,12.35,357,14,17,,
282,T,3/15/2019 3:24,30.35016515,78.06227136,8,699,,13.01,357,14,19,,
283,T,3/15/2019 3:24,30.35028678,78.06227299,8,698,,13.03,359,14,33,,
284,T,3/15/2019 3:24,30.35040009,78.06228837,8,697,,12.27,3,16,18,,
285,T,3/15/2019 3:24,30.35050903,78.06230518,9,698,,12.06,8,16,18,,
286,T,3/15/2019 3:24,30.35061601,78.06232538,9,697,,12.09,11,13,17,,
287,T,3/15/2019 3:24,30.35072105,78.0623505,8,698,,12.03,13,9,14,,
288,T,3/15/2019 3:24,30.35083656,78.06237901,8,699,,12.09,15,9,16,,
289,T,3/15/2019 3:24,30.35093402,78.06242567,6,698,,12.01,16,11,17,,
290,T,3/15/2019 3:24,30.35103825,78.06245993,8,698,,12.01,16,11,17,,
291,T,3/15/2019 3:24,30.3511536,78.06249387,6,698,,12.02,17,15,19,,
292,T,3/15/2019 3:24,30.35126431,78.06252284,6,698,,12.19,15,16,19,,
293,T,3/15/2019 3:24,30.35137076,78.06255481,9,698,,12.19,15,16,19,,
294,T,3/15/2019 3:24,30.3514534,78.062584,6,697,,11.27,18,15,19,,
295,T,3/15/2019 3:24,30.35157079,78.0626197,8,696,,12.25,18,12,16,,
296,T,3/15/2019 3:24,30.35167965,78.06265677,8,694,,11.98,16,12,17,,
297,T,3/15/2019 3:24,30.35178351,78.06269119,8,694,,11.98,16,12,17,,
298,T,3/15/2019 3:24,30.35188655,78.06272195,6,696,,11.83,15,12,17,,
299,T,3/15/2019 3:24,30.35200083,78.06275429,6,696,,12.37,14,9,15,,
300,T,3/15/2019 3:24,30.35210897,78.06278613,8,696,,12.37,14,9,15,,
301,T,3/15/2019 3:24,30.3522334,78.06281742,8,697,,12.23,16,11,17,,
302,T,3/15/2019 3:24,30.35233964,78.06285179,9,697,,12.23,16,11,17,,
303,T,3/15/2019 3:24,30.35244684,78.06290361,6,697,,12.16,17,13,18,,
304,T,3/15/2019 3:24,30.35253701,78.06293574,6,697,,10.47,17,14,18,,
305,T,3/15/2019 3:24,30.35263221,78.06297623,6,697,,10.06,18,12,17,,
306,T,3/15/2019 3:24,30.35271969,78.06300479,6,697,,9.97,19,12,17,,
307,T,3/15/2019 3:24,30.3527956,78.06302496,6,697,,9.02,20,12,18,,
308,T,3/15/2019 3:24,30.35288202,78.06306031,6,697,,8.86,21,13,19,,
309,T,3/15/2019 3:24,30.35294386,78.06308782,8,698,,6.89,20,13,18,,
310,T,3/15/2019 3:24,30.35299475,78.06310722,8,697,,6.55,22,15,19,,
311,T,3/15/2019 3:24,30.35303797,78.06313951,6,698,,5.78,23,15,19,,
312,T,3/15/2019 3:24,30.35308601,78.06316308,9,698,,5.78,23,14,18,,
313,T,3/15/2019 3:24,30.3530993,78.06316923,8,699,,3.1,18,14,19,,
314,T,3/15/2019 3:24,30.35313219,78.06318327,8,699,,3.76,17,14,18,,
315,T,3/15/2019 3:24,30.35316539,78.06319864,8,699,,4,22,11,15,,
316,T,3/15/2019 3:24,30.3532216,78.0632249,8,699,,5.22,26,12,18,,
317,T,3/15/2019 3:24,30.35326104,78.06324482,9,699,,5.11,27,11,16,,
