type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-08 16:28:50,30.29934314,78.07703817,5,605.000,,12.930,95,29,36,,
T,2019-03-08 16:28:51,30.29932759,78.07716937,5,604.000,,12.150,97,29,36,,
T,2019-03-08 16:28:52,30.29930897,78.07728048,5,603.000,,10.840,98,12,19,,
T,2019-03-08 16:28:53,30.29930975,78.07736572,5,604.000,,8.130,100,12,19,,
T,2019-03-08 16:28:54,30.29929733,78.07744884,5,604.000,,8.120,100,12,18,,
T,2019-03-08 16:28:55,30.29927943,78.07751903,5,604.000,,7.470,100,12,18,,
T,2019-03-08 16:28:56,30.29927370,78.07759028,5,603.000,,7.190,95,16,35,,
T,2019-03-08 16:28:57,30.29926544,78.07766632,5,604.000,,8.180,96,13,19,,
T,2019-03-08 16:28:58,30.29925317,78.07775716,5,605.000,,9.190,97,11,19,,
T,2019-03-08 16:28:59,30.29923485,78.07785265,5,606.000,,10.260,96,10,18,,
T,2019-03-08 16:29:00,30.29922296,78.07797874,5,605.000,,11.160,95,13,19,,
T,2019-03-08 16:29:01,30.29921630,78.07809849,5,605.000,,11.640,94,12,18,,
T,2019-03-08 16:29:02,30.29920545,78.07822186,5,605.000,,12.000,95,10,17,,
T,2019-03-08 16:29:03,30.29919936,78.07835010,5,606.000,,12.610,96,16,35,,
T,2019-03-08 16:29:04,30.29917528,78.07847529,5,606.000,,12.180,95,15,21,,
T,2019-03-08 16:29:05,30.29916178,78.07859756,6,607.000,,11.540,96,11,19,,
T,2019-03-08 16:29:06,30.29914891,78.07872329,6,607.000,,11.010,97,14,20,,
T,2019-03-08 16:29:07,30.29913214,78.07883139,6,606.000,,10.890,98,15,35,,
T,2019-03-08 16:29:08,30.29912187,78.07895721,6,607.000,,11.800,98,14,20,,
T,2019-03-08 16:29:09,30.29909543,78.07907916,6,607.000,,11.950,98,14,20,,
T,2019-03-08 16:29:10,30.29908093,78.07919246,6,606.000,,11.250,99,12,18,,
T,2019-03-08 16:29:11,30.29906591,78.07930799,8,606.000,,11.240,99,12,18,,
T,2019-03-08 16:29:12,30.29903658,78.07941562,8,606.000,,10.980,103,12,17,,
T,2019-03-08 16:29:13,30.29900962,78.07954057,6,606.000,,11.710,102,17,34,,
T,2019-03-08 16:29:14,30.29898218,78.07965379,5,607.000,,11.640,105,17,34,,
T,2019-03-08 16:29:15,30.29894955,78.07975703,6,606.000,,11.220,107,17,35,,
T,2019-03-08 16:29:16,30.29891331,78.07984764,6,606.000,,10.390,110,17,35,,
T,2019-03-08 16:29:17,30.29889647,78.07993533,8,605.000,,9.590,107,20,36,,
T,2019-03-08 16:29:18,30.29890472,78.08000784,6,606.000,,8.000,100,23,36,,
