type,time,latitude,longitude,accuracy (m),altitude (m),speed (m/s),bearing (deg),sat_used,sat_inview,desc
T,12/22/2018 10:29,30.40102527,78.07848737,5,878,1.14,89,27,33,
T,12/22/2018 10:29,30.40102532,78.07850262,5,878,1.14,101,27,33,
T,12/22/2018 10:29,30.4010226,78.07851858,5,878,1.14,112,27,33,
T,12/22/2018 10:29,30.40102401,78.07853622,5,878,1.14,75,27,33,
T,12/22/2018 10:29,30.4010277,78.07855527,5,878,1.14,77,27,33,
T,12/22/2018 10:29,30.40103083,78.07857875,5,878,1.15,79,27,34,
T,12/22/2018 10:30,30.40103199,78.07860199,5,878,1.15,90,27,34,
T,12/22/2018 10:30,30.40103033,78.07862254,5,879,1.15,105,27,34,
T,12/22/2018 10:30,30.40102592,78.07864044,5,879,1.15,115,27,34,
T,12/22/2018 10:30,30.40101772,78.07865195,5,879,1.15,128,27,34,
T,12/22/2018 10:30,30.40101001,78.07866298,5,879,1.15,132,27,34,
T,12/22/2018 10:30,30.40099999,78.07867628,5,879,1.16,145,26,34,
T,12/22/2018 10:30,30.4009867,78.07869272,5,878,1.16,140,26,34,
T,12/22/2018 10:30,30.40097392,78.07871232,5,877,1.16,143,26,34,
T,12/22/2018 10:30,30.40096487,78.07872984,5,877,1.16,151,26,34,
T,12/22/2018 10:30,30.40094957,78.07874761,5,878,1.16,153,26,34,
T,12/22/2018 10:30,30.40093289,78.07875772,5,879,1.16,156,26,34,
